timestamp,total_cpu_pct,hd_cpu_pct,ts_cpu_pct
1773416647,88.1,126.0,0.00.0
1773416648,57.5,125.0,0.00.0
1773416649,50.2,125.0,0.00.0
1773416650,50.4,125.0,0.00.0
1773416651,25.2,125.0,0.00.0
1773416652,78.3,125.0,0.00.0
1773416653,74.7,125.0,0.00.0
1773416654,67.2,125.0,0.00.0
1773416655,83.2,125.0,0.00.0
1773416656,69.0,125.0,0.00.0
1773416657,88.2,125.0,0.00.0
1773416658,88.2,125.0,0.00.0
1773416659,68.4,125.0,0.00.0
1773416660,87.4,126.0,0.00.0
1773416662,85.5,126.0,0.00.0
1773416663,85.1,126.0,0.00.0
1773416664,79.0,126.0,0.00.0
1773416665,63.3,126.0,0.00.0
1773416666,57.2,126.0,0.00.0
1773416667,50.0,126.0,0.00.0
1773416668,37.8,126.0,0.00.0
1773416669,50.2,125.0,0.00.0
1773416670,55.0,125.0,0.00.0
1773416671,83.8,125.0,0.00.0
1773416672,69.7,125.0,0.00.0
1773416673,79.1,126.0,0.00.0
1773416674,86.8,126.0,0.00.0
1773416675,88.9,126.0,0.00.0
1773416676,81.8,126.0,0.00.0
1773416677,89.7,126.0,0.00.0
1773416678,87.0,126.0,0.00.0
1773416679,70.8,126.0,0.00.0
1773416681,81.2,126.0,0.00.0
1773416682,87.3,126.0,0.00.0
1773416683,85.9,127.0,0.00.0
1773416684,58.6,127.0,0.00.0
1773416685,50.2,126.0,0.00.0
1773416686,50.1,126.0,0.00.0
1773416687,50.0,126.0,0.00.0
1773416688,65.9,126.0,0.00.0
1773416689,78.3,126.0,0.00.0
1773416690,90.8,126.0,0.00.0
1773416691,74.0,126.0,0.00.0
1773416692,90.4,126.0,0.00.0
1773416693,74.3,126.0,0.00.0
1773416694,79.2,126.0,0.00.0
1773416695,82.6,127.0,0.00.0
1773416696,78.3,127.0,0.00.0
1773416697,86.0,127.0,0.00.0
1773416698,86.9,127.0,0.00.0
1773416699,67.1,127.0,0.00.0
1773416700,67.0,127.0,0.00.0
1773416701,75.9,127.0,0.00.0
1773416702,50.2,127.0,0.00.0
1773416703,50.2,127.0,0.00.0
1773416704,50.0,127.0,0.00.0
1773416705,26.3,126.0,0.00.0
1773416707,76.6,126.0,0.00.0
1773416708,88.4,127.0,0.00.0
1773416709,93.9,127.0,0.00.0
1773416710,75.1,127.0,0.00.0
1773416711,84.1,127.0,0.00.0
1773416712,86.7,127.0,0.00.0
1773416713,93.4,127.0,0.00.0
1773416714,90.2,127.0,0.00.0
1773416715,86.5,127.0,0.00.0
1773416716,91.3,128.0,0.00.0
1773416717,88.3,128.0,0.00.0
1773416719,86.4,128.0,0.00.0
1773416720,82.7,128.0,0.00.0
1773416721,50.0,128.0,0.00.0
1773416722,50.0,127.0,0.00.0
1773416723,27.2,127.0,0.00.0
1773416724,51.8,127.0,0.00.0
1773416725,70.1,127.0,0.00.0
1773416726,74.2,127.0,0.00.0
1773416727,94.1,127.0,0.00.0
1773416728,88.6,127.0,0.00.0
1773416729,86.3,128.0,0.00.0
1773416730,76.1,128.0,0.00.0
1773416731,82.9,128.0,0.00.0
1773416732,82.3,128.0,0.00.0
1773416733,85.6,128.0,0.00.0
1773416735,81.5,128.0,0.00.0
1773416736,80.0,128.0,0.00.0
1773416737,86.6,128.0,0.00.0
1773416738,78.4,128.0,0.00.0
1773416739,25.2,128.0,0.00.0
1773416740,50.1,128.0,0.00.0
1773416741,50.2,128.0,0.00.0
1773416742,52.2,128.0,0.00.0
1773416743,89.1,128.0,0.00.0
1773416744,83.1,128.0,0.00.0
1773416745,82.3,128.0,0.00.0
1773416746,75.1,128.0,0.00.0
